index,Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,e_pmRA*,pmDE,e_pmDE,plx,e_plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs
1953,UPK_508          ,135.775,-34.942,-101.05000000000001,7.756,0.192,46,-10.558,0.152,6.235,0.103,1.178,0.054,,8.0,0.65,9.6,831.0,-157.0,-808.0,112.0,8536.0,                               ,135.7751,-34.942
1954,UPK_51           ,314.073,-6.588,41.797,-30.795,0.413,52,5.068,0.251,2.018,0.224,1.757,0.1,,8.03,0.06,8.82,581.0,372.0,332.0,-297.0,7974.0,                               ,314.073,-6.588
1955,UPK_524          ,105.304,-54.432,-95.42399999999998,-20.444,0.957,58,-2.761,0.321,8.65,0.322,1.765,0.072,,8.03,0.3,8.78,569.0,-50.0,-530.0,-198.0,8407.0,                               ,105.304,-54.432
1956,UPK_526          ,115.198,-52.839,-94.58499999999998,-14.308,0.809,39,-8.0,0.218,7.415,0.164,1.712,0.054,,7.49,0.45,8.98,624.0,-48.0,-603.0,-154.0,8410.0,                               ,115.1981,-52.839
1957,UPK_528          ,137.032,-43.346,-94.09199999999998,2.899,0.136,54,-7.706,0.132,1.911,0.111,0.999,0.065,,8.54,0.51,10.03,1013.0,-72.0,-1009.0,51.0,8472.0,                               ,137.032,-43.346
1958,UPK_53           ,288.544,14.392,48.351,1.591,0.345,105,2.441,0.169,1.086,0.12,1.661,0.056,,8.66,0.98,8.97,621.0,412.0,464.0,17.0,7940.0,                               ,288.544,14.392
1959,UPK_533          ,122.798,-52.529,-92.57299999999998,-10.005,1.016,55,-6.788,0.348,2.615,0.266,2.893,0.109,,7.95,0.01,7.69,344.0,-15.0,-339.0,-59.0,8362.0,                               ,122.798,-52.529
1960,UPK_535          ,127.025,-50.899,-92.52300000000002,-7.058,1.136,109,-12.913,0.607,3.217,0.265,3.086,0.144,,7.52,0.07,7.53,320.0,-14.0,-318.0,-39.0,8360.0,                               ,127.0251,-50.899
1961,UPK_537          ,126.57,-52.113,-91.61200000000002,-8.067,0.755,51,-6.638,0.236,7.765,0.258,1.652,0.044,,8.37,0.54,8.99,628.0,-17.0,-621.0,-88.0,8380.0,                               ,126.57,-52.113
1962,UPK_54           ,286.157,15.689,48.425,4.221,0.342,107,-0.558,0.151,-5.854,0.141,1.172,0.064,,8.07,0.94,9.53,807.0,534.0,602.0,59.0,7829.0,                               ,286.157,15.689
1963,UPK_540          ,114.567,-58.609,-89.25799999999998,-17.111,0.719,52,-4.827,0.238,7.67,0.196,2.688,0.086,,7.57,0.32,7.78,360.0,4.0,-344.0,-106.0,8342.0,                               ,114.567,-58.609
1964,UPK_542          ,134.258,-54.303,-87.17899999999997,-5.815,0.544,33,-4.897,0.131,2.508,0.14,1.198,0.055,,8.8,0.49,9.54,808.0,39.0,-802.0,-81.0,8339.0,                               ,134.258,-54.303
1965,UPK_545          ,130.809,-58.629,-84.83800000000002,-9.931,0.96,174,-8.752,0.39,2.72,0.322,3.036,0.091,,7.9,0.27,7.7,346.0,30.0,-340.0,-59.0,8316.0,                               ,130.8091,-58.629
1966,UPK_549          ,146.49,-52.49,-83.219,0.708,0.195,170,-1.676,0.115,-0.439,0.122,0.96,0.045,,8.97,0.8,10.03,1014.0,119.0,-1007.0,12.0,8281.0,                               ,146.49,-52.49
1967,UPK_55           ,296.812,10.428,48.675,-7.348,0.259,46,-1.383,0.098,-6.87,0.089,1.252,0.04,,8.33,0.54,9.43,769.0,504.0,573.0,-98.0,7856.0,                               ,296.812,10.428
1968,UPK_552          ,158.509,-47.263,-79.89600000000002,9.484,0.639,44,-22.634,0.473,6.34,0.353,3.056,0.093,,8.07,0.0,7.56,324.0,56.0,-315.0,53.0,8289.0,                               ,158.5091,-47.263
1969,UPK_560          ,158.037,-44.451,-81.726,11.695,1.005,87,-12.503,0.318,3.828,0.312,1.661,0.092,,8.51,0.07,8.89,598.0,84.0,-580.0,121.0,8275.0,                               ,158.0371,-44.451
1970,UPK_562          ,165.861,-56.978,-71.40699999999998,2.859,0.489,67,-11.688,0.162,4.876,0.24,1.199,0.056,,7.99,0.37,9.52,802.0,255.0,-759.0,40.0,8120.0,                               ,165.8611,-56.978
1971,UPK_567          ,161.029,-67.524,-68.84199999999998,-7.554,0.577,88,-6.374,0.114,0.109,0.256,1.538,0.057,,8.53,0.47,9.05,645.0,231.0,-596.0,-84.0,8130.0,                               ,161.0291,-67.524
1972,UPK_578          ,192.965,-57.367,-57.011000000000024,5.504,0.117,55,-12.913,0.108,-4.654,0.15,1.045,0.068,,8.94,0.7,9.9,956.0,518.0,-798.0,91.0,7862.0,                               ,192.9651,-57.367
1973,UPK_579          ,192.917,-50.541,-57.031000000000006,12.321,1.083,110,-10.71,0.292,-3.23,0.251,1.367,0.082,,8.08,0.11,9.23,702.0,373.0,-575.0,149.0,7987.0,                               ,192.9171,-50.541
1974,UPK_585          ,212.787,-75.872,-52.182000000000016,-13.734,0.217,28,-6.81,0.142,-5.57,0.186,1.388,0.05,,7.89,0.2,9.24,705.0,420.0,-541.0,-167.0,7938.0,                               ,212.7871,-75.872
1975,UPK_587          ,200.909,-49.907,-51.68299999999999,12.648,0.459,41,-8.828,0.157,-2.618,0.18,1.112,0.041,,8.07,0.14,9.77,900.0,544.0,-689.0,197.0,7825.0,                               ,200.9091,-49.907
1976,UPK_594          ,219.173,-67.975,-47.43799999999999,-7.099,0.591,39,-1.9,0.134,-3.118,0.106,1.029,0.038,,8.18,0.81,9.86,936.0,628.0,-684.0,-115.0,7741.0,                               ,219.173,-67.975
1977,UPK_599          ,205.84,-38.576,-46.065999999999974,23.147,0.711,87,-9.945,0.352,0.293,0.247,1.458,0.073,,7.29,0.1,9.07,652.0,416.0,-432.0,256.0,7935.0,                               ,205.8401,-38.576
1978,UPK_604          ,224.4,-59.75,-41.757000000000005,-0.703,0.281,43,-4.535,0.124,-3.678,0.223,1.305,0.056,,7.63,1.0,9.24,703.0,524.0,-468.0,-8.0,7829.0,                               ,224.4,-59.75
1979,UPK_605          ,234.582,-65.957,-41.158000000000015,-8.387,0.144,57,-3.627,0.085,-4.257,0.134,1.319,0.046,,7.84,0.16,9.33,734.0,547.0,-478.0,-107.0,7807.0,                               ,234.582,-65.957
1981,UPK_607          ,225.058,-57.148,-40.252999999999986,1.434,0.147,37,-4.231,0.187,-3.245,0.156,1.049,0.073,,7.19,0.79,9.82,919.0,701.0,-594.0,23.0,7661.0,                               ,225.058,-57.148
1982,UPK_612          ,253.423,-67.788,-37.278999999999996,-14.891,1.941,235,-13.318,1.255,-12.02,1.307,4.323,0.314,,8.0,0.05,6.92,242.0,186.0,-141.0,-62.0,8154.0,                               ,253.4232,-67.7879
1983,UPK_613          ,226.276,-49.152,-35.75599999999997,8.133,0.246,27,-4.566,0.14,-3.64,0.139,1.146,0.076,,7.92,0.28,9.67,859.0,690.0,-497.0,121.0,7665.0,                               ,226.276,-49.152
1984,UPK_614          ,231.204,-53.967,-35.66300000000001,2.387,0.192,41,-1.85,0.13,-4.488,0.079,1.098,0.045,,8.0,0.36,9.76,893.0,725.0,-520.0,37.0,7632.0,                               ,231.204,-53.967
1985,UPK_617          ,234.809,-55.394,-34.761000000000024,0.04,0.183,84,-2.736,0.175,-5.314,0.14,1.36,0.061,,7.85,0.46,9.27,714.0,587.0,-407.0,0.0,7763.0,                               ,234.809,-55.394
1987,UPK_621          ,237.093,-54.403,-33.06400000000002,-0.026,0.42,49,-2.48,0.107,-3.105,0.114,1.122,0.037,,7.42,0.66,9.63,842.0,706.0,-459.0,0.0,7647.0,                               ,237.093,-54.403
1988,UPK_624          ,254.138,-60.422,-30.947000000000003,-10.625,0.479,40,-1.422,0.218,-14.336,0.391,3.13,0.161,,7.6,0.5,7.51,317.0,267.0,-160.0,-58.0,8074.0,                               ,254.138,-60.4219
1989,UPK_626          ,239.788,-50.381,-29.31099999999998,2.059,0.269,39,-7.334,0.231,-5.69,0.184,1.962,0.08,,8.33,0.48,8.53,507.0,442.0,-248.0,18.0,7901.0,                               ,239.788,-50.381
1990,UPK_627          ,245.354,-53.089,-28.620000000000005,-2.35,0.496,42,-2.447,0.182,-10.05,0.182,1.873,0.064,,8.67,0.22,8.64,533.0,468.0,-255.0,-21.0,7875.0,                               ,245.354,-53.089
1991,UPK_629          ,255.222,-55.976,-27.117999999999995,-8.509,0.473,40,0.791,0.106,-3.782,0.145,1.059,0.046,,8.72,0.36,9.88,945.0,831.0,-426.0,-139.0,7520.0,                               ,255.222,-55.976
1992,UPK_630          ,249.193,-51.304,-25.68900000000002,-2.714,0.104,36,-1.76,0.089,-2.289,0.073,1.047,0.043,,8.05,0.25,9.75,892.0,803.0,-386.0,-42.0,7546.0,                               ,249.193,-51.304
1993,UPK_640          ,250.26,-39.494,-16.439999999999998,4.473,1.213,616,-11.973,0.789,-21.25,0.682,5.673,0.204,,7.4,0.4,6.21,174.0,166.0,-49.0,13.0,8173.0,                               ,250.2601,-39.4939
1994,UPK_642          ,263.081,-44.242,-14.396000000000015,-5.865,0.525,31,2.317,0.108,-4.331,0.106,1.025,0.061,,8.22,0.27,9.81,917.0,883.0,-226.0,-93.0,7459.0,                               ,263.081,-44.242
1995,UPK_644          ,249.155,-31.418,-10.814999999999998,10.57,0.384,82,-3.846,0.219,-3.458,0.185,1.313,0.083,,8.23,0.34,9.36,743.0,717.0,-137.0,136.0,7623.0,                               ,249.155,-31.418
1996,UPK_645          ,270.167,-42.783,-10.478000000000009,-9.513,0.198,59,2.797,0.169,-2.844,0.146,1.43,0.083,,8.02,0.35,9.22,696.0,675.0,-124.0,-115.0,7665.0,                               ,270.167,-42.783
1997,UPK_65           ,286.514,23.337,55.403,7.36,0.248,32,-1.84,0.104,-3.587,0.086,1.291,0.036,,8.44,0.8,9.36,744.0,419.0,607.0,95.0,7944.0,                               ,286.514,23.337
1998,UPK_654          ,277.329,-34.528,-82.67099999999999,-34.528,0.308,60,1.165,0.26,-8.67,0.162,1.97,0.083,,7.9,0.16,8.58,519.0,54.0,-424.0,-294.0,8296.0,                               ,277.329,-34.528
1999,UPK_66           ,305.39,13.509,55.778,-13.021,0.29,37,0.496,0.116,-9.95,0.139,1.459,0.047,,8.17,0.26,9.12,666.0,365.0,536.0,-150.0,7992.0,                               ,305.39,13.509
2000,UPK_7            ,276.781,-17.401,14.727,-2.637,0.153,31,-0.294,0.203,-5.865,0.07,1.26,0.04,,8.46,0.89,9.47,782.0,756.0,198.0,-36.0,7586.0,                               ,276.781,-17.401
2001,UPK_79           ,303.989,21.447,61.841,-7.578,0.37,38,-2.151,0.134,-5.426,0.099,1.072,0.045,,8.24,0.24,9.82,922.0,431.0,806.0,-121.0,7949.0,                               ,303.989,21.447
2002,UPK_80           ,293.914,28.16,62.757,3.755,0.45,33,1.217,0.116,-1.024,0.112,1.127,0.039,,8.58,0.44,9.77,899.0,410.0,797.0,58.0,7969.0,                               ,293.914,28.16
2003,UPK_82           ,298.285,26.379,63.224,-0.523,0.425,83,2.358,0.203,-2.138,0.113,1.842,0.052,,7.91,0.38,8.72,554.0,249.0,495.0,-5.0,8105.0,                               ,298.285,26.379
2004,UPK_84           ,310.245,20.212,64.076,-13.121,0.27,69,-6.258,0.113,-9.248,0.086,1.08,0.047,,9.0,0.31,9.88,944.0,401.0,826.0,-214.0,7980.0,                               ,310.245,20.212
2005,UPK_88           ,309.476,21.462,64.918,-12.028,1.076,24,10.213,0.158,-5.266,0.184,3.4,0.133,,7.62,0.27,7.23,279.0,116.0,247.0,-58.0,8227.0,                               ,309.476,21.462
2006,UPK_90           ,299.777,28.422,65.62,-0.603,0.174,41,-0.824,0.153,-5.705,0.111,1.228,0.075,,7.69,0.85,9.49,791.0,326.0,720.0,-8.0,8045.0,                               ,299.777,28.422
2007,UPK_93           ,300.324,29.971,67.207,-0.195,0.396,63,-0.863,0.13,-8.206,0.183,1.414,0.103,,8.71,0.32,9.2,692.0,268.0,637.0,-2.0,8097.0,                               ,300.324,29.971
2008,UPK_94           ,304.778,27.618,67.348,-4.777,0.246,42,2.128,0.111,1.073,0.109,1.026,0.06,,8.13,0.98,9.89,950.0,364.0,874.0,-79.0,8022.0,                               ,304.778,27.618
2009,UPK_99           ,312.427,25.488,69.721,-11.648,0.564,15,0.422,0.089,-8.02,0.181,1.291,0.087,,8.2,0.28,9.41,763.0,259.0,701.0,-154.0,8111.0,                               ,312.427,25.488
2014,vdBergh_1        ,99.275,3.078,-151.444,-1.781,0.03,68,0.396,0.18,-0.771,0.164,0.523,0.067,,7.61,1.89,11.45,1946.0,-1709.0,-930.0,-60.0,10092.0,Cl VDB 1                       ,99.275,3.078
2015,vdBergh_80       ,97.739,-9.625,-140.753,-8.891,0.143,75,-3.298,0.397,0.418,0.385,1.025,0.103,,6.81,1.53,9.8,910.0,-696.0,-569.0,-140.0,9054.0,Cl VDB 80                      ,97.739,-9.625
2016,vdBergh_83       ,100.025,-27.189,-123.55199999999999,-14.329,0.151,48,-2.896,0.193,3.199,0.234,1.034,0.093,,7.49,0.51,9.76,897.0,-480.0,-724.0,-222.0,8850.0,Cl VDB 83                      ,100.025,-27.189
2017,vdBergh_85       ,101.718,1.32,-148.763,-0.414,0.04,29,-1.0,0.155,0.328,0.223,0.552,0.045,,6.64,1.35,11.14,1690.0,-1445.0,-876.0,-12.0,9824.0,Cl VDB 85                      ,101.718,1.32
2018,vdBergh_92       ,106.038,-11.475,-135.413,-2.427,0.112,168,-4.54,0.198,1.618,0.226,0.842,0.081,,6.89,1.27,10.38,1193.0,-849.0,-837.0,-50.0,9227.0,Cl VDB 92                      ,106.038,-11.475
